name,release_date,developer,publisher,platforms,required_age,categories,genres
Blade Kitten,2014-05-22,Krome Studios,Krome Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure
Haunted House™,2010-09-28,ImagineEngline,Atari,windows,0,Single-player;Partial Controller Support,Adventure
Star Raiders,2011-05-11,Incinerator Studios,Atari,windows,0,Single-player;Partial Controller Support,Action
Call of Duty: World at War,2008-11-18,Treyarch,Activision,windows,16,Single-player;Multi-player;Co-op,Action
King's Quest™ Collection,2009-07-23,Sierra,Activision,windows,0,Single-player,Adventure
Space Quest™ Collection,2009-07-23,Sierra,Activision,windows,0,Single-player,Adventure
Aces of the Galaxy™,2009-07-23,Artech Studios,Activision,windows,0,Single-player,Action;Casual
TimeShift™,2009-07-23,Saber Interactive,Activision,windows,0,Single-player;Multi-player,Action
3D Ultra™ Minigolf Adventures,2009-07-23,Wanako Games,Activision,windows,0,Single-player,Sports
Prototype™,2009-06-12,Radical Entertainment,Activision,windows,0,Single-player,Action;Adventure
Call of Duty®: Modern Warfare® 2,2009-11-11,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled,Action
Postal III,2012-02-17,Trashmasters,Akella,windows,18,Single-player;Steam Achievements,Action
Dead Mountaineer's Hotel,2011-10-28,Electronic Paradise,Akella,windows,0,Single-player,Adventure
A Stroke of Fate: Operation Valkyrie,2011-10-28,SPLine,Akella,windows,0,Single-player,Adventure
PT Boats: Knights of the Sea,2011-10-28,Studio4,Akella,windows,0,Single-player;Multi-player,Simulation
PT Boats: South Gambit,2011-10-28,studio4,Akella,windows,0,Single-player;Multi-player,Simulation
Disciples III: Reincarnation,2014-02-14,Akella,Kalypso Media Digital,windows,0,Single-player;Multi-player,RPG;Strategy
The Club™,2008-02-20,Bizarre Creations,SEGA,windows,0,Single-player;Multi-player;Partial Controller Support,Action
Total War: EMPIRE – Definitive Edition,2009-03-04,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,Strategy
Aliens vs. Predator™,2010-02-16,Rebellion,SEGA,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action
TrackMania Nations Forever,2008-04-16,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing
Sherlock Holmes - Nemesis,2008-08-07,Frogwares,Frogwares,windows,0,Single-player,Adventure;RPG
Dracula Origin,2008-08-07,Frogwares,Frogwares,windows,0,Single-player,Adventure
Sherlock Holmes: The Mystery of the Mummy,2009-08-06,Frogwares,Frogwares,windows,0,Single-player,Adventure
Sherlock Holmes: The Awakened - Remastered Edition,2009-08-06,Frogwares,Frogwares,windows,0,Single-player,Adventure
Sherlock Holmes: The Silver Earring,2009-08-06,Frogwares,Frogwares,windows,0,Single-player,Adventure
Sherlock Holmes versus Jack the Ripper,2009-12-23,Frogwares,Frogwares,windows,0,Single-player,Adventure;RPG
Shadowgrounds Survivor,2007-11-14,Frozenbyte,Frozenbyte,windows;mac,0,Single-player;Shared/Split Screen;Steam Trading Cards;Includes level editor,Action
Gumboy Tournament,2008-05-19,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",windows,0,Single-player;Multi-player,Casual;Indie;Racing
Space Trader: Merchant Marine,2008-10-23,Meridian4,Meridian4,windows,0,Single-player;Multi-player;Co-op;Steam Achievements,Action;Indie;Strategy
Pacific Storm,2008-06-24,Buka Entertainment;Lesta Studio,Buka Entertainment,windows,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy
Pacific Storm Allies,2008-08-18,Lesta Studio,Buka Entertainment,windows,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy
Penguins Arena: Sedna's World,2008-12-18,Frogames,Frogames,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Casual;Indie
Larva Mortus,2009-03-19,Meridian4,Meridian4,windows,0,Single-player;Steam Achievements,Action;Indie
Overlord™,2009-11-12,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,Single-player;Partial Controller Support,RPG
Soldiers: Heroes of World War II,2014-07-03,Best Way,1C Entertainment,windows,0,Single-player;Multi-player;Co-op,Strategy
Maelstrom: The Battle for Earth Begins,2009-02-13,KDV Games,Codemasters,windows,0,Single-player,Strategy
Hospital Tycoon,2009-02-13,Deep Red Limited,Codemasters,windows,0,Single-player,Simulation
Grand Theft Auto III,2008-01-04,Rockstar Games,Rockstar Games,windows,18,Single-player;Partial Controller Support,Action
Grand Theft Auto: Vice City,2011-01-10,Rockstar Games,Rockstar Games,windows,18,Single-player;Partial Controller Support,Action
Grand Theft Auto: San Andreas,2008-01-04,Rockstar Games,Rockstar Games,windows,18,Single-player,Action
Manhunt,2008-01-04,Rockstar North,Rockstar Games,windows,18,Single-player,Action
Max Payne,2008-01-04,Remedy Entertainment,Rockstar Games,windows,18,Single-player,Action
Max Payne 2: The Fall of Max Payne,2008-01-04,Remedy Entertainment,Rockstar Games,windows,18,Single-player,Action
Grand Theft Auto,2008-01-04,Rockstar North,Rockstar Games,windows,0,Single-player,Action
Grand Theft Auto 2,2008-01-04,Rockstar North,Rockstar Games,windows,0,Single-player,Action
Bully: Scholarship Edition,2008-10-21,Rockstar New England,Rockstar Games,windows,0,Single-player;Partial Controller Support,Action;Adventure
Grand Theft Auto IV,2008-12-02,Rockstar North;Rockstar Toronto,Rockstar Games,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Adventure
Grand Theft Auto: Episodes from Liberty City,2010-04-12,Rockstar North / Toronto,Rockstar Games,windows,18,Single-player;Multi-player,Action
Culpa Innata,2008-01-18,Momentum Digital Media Technologies,Strategy First,windows,0,Single-player,RPG;Casual;Adventure
Sacred Gold,2008-07-09,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action;RPG
Darkstar One,2008-02-13,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action
Jack Keane,2008-06-27,Deck13,Deck13,windows,0,Single-player;Steam Trading Cards,Adventure
FlatOut: Ultimate Carnage,2008-08-26,Bugbear Entertainment,Strategy First,windows,0,Single-player;Multi-player,Racing
Exodus from the Earth ,2008-10-24,Parallax Arts Studio,Strategy First,windows,0,Single-player;Multi-player;Partial Controller Support,Action
Perimeter 2: New Earth,2009-02-10,KDV Games,Strategy First,windows,0,Single-player;Multi-player,Strategy
Ankh 2: Heart of Osiris ,2009-06-16,Deck 13,Strategy First,windows,0,Single-player,Adventure
Ankh 3: Battle of the Gods,2009-06-16,Deck 13,Strategy First,windows,0,Single-player,Adventure
BC Kings,2009-06-16,Mascot Entertainment,Strategy First,windows,0,Single-player;Multi-player,Strategy
Port Royale 2,2009-06-16,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Strategy
9th Company: Roots Of Terror,2009-12-03,Noviy Disk;Lesta Studios Inc,Strategy First,windows,0,Single-player,Strategy
Prison Tycoon 3™: Lockdown,2008-01-29,Gamebryo;Virtual Playground,ValuSoft;Retroism,windows,0,Single-player,Strategy
18 Wheels of Steel: American Long Haul,2008-01-29,SCS Software,ValuSoft;Play Hard Games,windows,0,Single-player,Racing
Hunting Unlimited™ 2008,2008-01-29,SCS Software,ValuSoft;Retroism,windows,0,Single-player,Action;Adventure;Strategy
Ride! Carnival Tycoon,2008-07-29,Gabriel Entertainment,ValuSoft;Retroism,windows,0,Single-player,Simulation
Sprint Cars Road to Knoxville,2008-07-29,BigAnt Studios,ValuSoft;Retroism,windows,0,Single-player;Multi-player,Racing
Midnight Outlaw: 6 Hours to SunUp,2008-07-29,Merscom;Babylon,ValuSoft;Retroism,windows,0,Single-player,Racing
Drakensang,2009-03-09,Radon Labs,DTP Entertainment,windows,0,Single-player,RPG
Mission Runway,2009-07-17,Virtual Playground,ValuSoft;Retroism,windows,0,Single-player,Simulation
Overlord™: Raising Hell,2009-11-12,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,Single-player;Partial Controller Support,RPG
Rise of the Argonauts,2009-01-07,Liquid Entertainment,Codemasters,windows,0,Single-player;Full controller support,RPG
Damnation,2009-05-22,Blue Omega Entertainment,Codemasters,windows,0,Single-player;Multi-player;Co-op,Action;Adventure
Overlord II,2009-06-24,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,Single-player,RPG
Operation Flashpoint: Dragon Rising,2009-10-08,Codemasters Studios,Codemasters,windows,0,Single-player;Partial Controller Support,Action
America's Army 3,2009-06-17,U.S. Army,U.S. Army,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud,Action
Unreal 2: The Awakening,2008-03-17,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player,Action
Unreal Tournament 3 Black,2009-03-05,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements,Action
Unreal Tournament 2004: Editor's Choice Edition,2004-03-17,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player;Multi-player;Steam Trading Cards,Action
Unreal Tournament: Game of the Year Edition,2008-03-17,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player;Multi-player,Action
Unreal Gold,2008-03-17,"Epic Games, Inc.","Epic Games, Inc.",windows,0,Single-player;Multi-player,Action
Prince of Persia: Warrior Within™,2009-08-27,Ubisoft,Ubisoft,windows,0,Single-player,Action;Adventure
Far Cry®,2008-04-01,Crytek Studios,Ubisoft,windows,0,Single-player,Action
Prince of Persia: The Two Thrones™,2009-08-27,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure
Tom Clancy's Rainbow Six® Vegas,2008-04-09,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player,Action
Tom Clancy's Splinter Cell®,2008-04-01,Ubisoft,Ubisoft,windows,0,Single-player,Action
Tom Clancy's Splinter Cell Chaos Theory®,2009-08-27,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action
Tom Clancy's Splinter Cell Double Agent®,2009-02-13,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action
Prince of Persia®: The Sands of Time,2009-08-27,Kudosoft,Ubisoft,windows,0,Single-player,Action;Adventure
Tom Clancy's Ghost Recon® Desert Siege™,2008-07-15,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player,Action
Tom Clancy's Rainbow Six Lockdown™,2009-08-27,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player,Action
Rayman Raving Rabbids™,2008-06-13,Ubisoft Bulgaria;Ubisoft Montpellier,Ubisoft,windows,0,Single-player,Action;Adventure
Assassin's Creed™: Director's Cut Edition,2008-04-09,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure
Tom Clancy's Rainbow Six® Vegas 2,2008-04-16,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action
Beyond Good and Evil™,2008-05-13,Ubisoft,Ubisoft,windows,0,Single-player,Action;Adventure
Petz® Horsez® 2,2009-08-27,Ubisoft,Ubisoft,windows,0,Single-player,Simulation
Heroes of Might & Magic V,2008-05-13,Nival,Ubisoft,windows,0,Single-player,Strategy
Brothers in Arms: Road to Hill 30™,2008-05-13,Gearbox Software,Ubisoft,windows,0,Single-player,Action
Silent Hunter®: Wolves of the Pacific,2009-08-27,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player,Simulation
Silent Hunter® III,2008-06-13,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Simulation
Silent Hunter®: Wolves of the Pacific U-Boat Missions,2009-08-27,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player,Simulation
Cold Fear™,2008-05-13,Darkworks,Ubisoft,windows,0,Single-player,Action
Tom Clancy's Ghost Recon®,2008-07-15,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Co-op,Action
IL-2 Sturmovik: 1946,2008-06-13,1C: Maddox Games,1C Entertainment,windows,0,Single-player;Multi-player;Steam Cloud;Includes level editor,Simulation
Heroes of Might & Magic V: Tribes of the East,2008-10-10,Nival,Ubisoft,windows,0,Single-player,Strategy
Heroes of Might & Magic V: Hammers of Fate,2008-10-10,Nival,Ubisoft,windows,0,Single-player,Strategy
Brothers in Arms: Hell's Highway™,2008-10-08,Gearbox Software,Ubisoft,windows,0,Single-player,Action
Harvest: Massive Encounter,2009-01-23,Oxeye Game Studio,Oxeye Game Studio,windows;mac;linux,0,Single-player;Steam Achievements,Strategy;Indie
AaAaAA!!! - A Reckless Disregard for Gravity,2009-09-03,"Dejobaan Games, LLC","Dejobaan Games, LLC",windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Sports
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011-11-23,"Dejobaan Games, LLC;Owlchemy Labs","Dejobaan Games, LLC",windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;Sports
"Warhammer 40,000: Dawn of War II",2009-02-18,Relic Entertainment;Feral Interactive (Mac/Linux),SEGA;Feral Interactive (Mac/Linux),windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud,Strategy
Oddworld: Abe's Oddysee®,2008-08-28,Oddworld Inhabitants,Oddworld Inhabitants,windows,0,Single-player;Steam Trading Cards,Adventure
Oddworld: Abe's Exoddus®,2008-08-28,Oddworld Inhabitants,Oddworld Inhabitants,windows,0,Single-player,Adventure
Oddworld: Munch's Oddysee,2010-12-20,Oddworld Inhabitants,Oddworld Inhabitants,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Strategy
Oddworld: Stranger's Wrath HD,2010-12-20,Oddworld Inhabitants,Oddworld Inhabitants,windows,0,Single-player;Steam Achievements,Action;Adventure;Strategy
Virtual Villagers: A New Home,2008-05-12,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation
Virtual Villagers: The Lost Children,2008-05-12,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation
Plant Tycoon,2008-05-12,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation
Fish Tycoon,2008-05-12,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation
Virtual Villagers - The Secret City,2008-05-28,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation
Virtual Families,2009-05-06,Last Day of Work,Last Day of Work,windows,0,Single-player,Casual;Simulation
F.E.A.R. 2: Project Origin,2009-02-12,Monolith,Warner Bros. Interactive Entertainment,windows,0,Single-player;Multi-player,Action
Trials 2: Second Edition,2008-05-28,Redlynx,RedLynx Ltd.,windows,0,Single-player;Multi-player;Steam Achievements,Indie;Racing;Sports
Monster Trucks Nitro ,2009-01-29,Redlynx Ltd,Miniclip.com,windows;mac,0,Single-player,Indie;Racing;Sports
Insecticide Part 1,2008-07-01,Crackpot Entertainment,Missing Link Games,windows,0,Single-player,Action;Adventure
Velvet Assassin,2009-05-01,Replay Studios,Missing Link Games,windows;mac,0,Single-player;Partial Controller Support,Action
Legendary,2008-12-01,Spark Unlimited,SouthPeak Games,windows,0,Single-player,Action
Sid Meier's Civilization IV: Colonization,2008-09-23,Firaxis Games,2K,windows;mac,0,Single-player;Multi-player,Strategy
GROUND BRANCH,2018-08-14,BlackFoot Studios,BlackFoot Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support,Action;Indie;Early Access
Children of the Nile: Enhanced Edition,2008-07-08,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,Strategy;Simulation
Children of the Nile: Alexandria,2008-09-22,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,Strategy;Simulation
Hinterland,2008-09-30,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,RPG;Strategy
Mosby's Confederacy,2008-11-19,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",windows,0,Single-player;Steam Achievements,Strategy
Crysis,2008-09-17,Crytek,Electronic Arts,windows,0,Single-player,Action
Crysis Warhead®,2008-09-17,Crytek,Electronic Arts,windows,0,Single-player,Action
SPORE™,2008-12-19,Maxis™,Electronic Arts,windows,0,Single-player,Simulation
Mirror's Edge™,2009-01-14,DICE,Electronic Arts,windows,0,Single-player;Full controller support;Partial Controller Support,Action;Adventure
Need for Speed Undercover,2008-12-19,EA Black Box,Electronic Arts,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Racing
SPORE™ Creepy & Cute Parts Pack,2008-12-19,Maxis™,Electronic Arts,windows,0,Single-player,Simulation
Dragon Age: Origins,2009-11-05,BioWare,Electronic Arts,windows,0,Single-player,RPG
Mass Effect,2008-12-19,BioWare,Electronic Arts,windows,0,Single-player,Action;RPG
Dead Space,2009-01-09,EA Redwood Shores,Electronic Arts,windows,0,Single-player;Full controller support,Action
Command & Conquer: Red Alert 3,2009-01-08,EA Los Angeles,Electronic Arts,windows,0,Single-player,Strategy
"Pirates, Vikings, and Knights II",2010-02-12,Octoshark Studios,Octoshark Studios,windows;mac;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,Action;Free to Play;Indie
Nuclear Dawn,2011-09-26,GameConnect;InterWave Studios,Iceberg Interactive,windows;mac;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor,Action;Strategy
